tulajdonsag,ertek,egyseg,darabszam,egyedi_hash
tömeg,0.25,kg,1,e0240db69cbe9fbfb74a74f1be64428583fd0b2f56a9f359133609c36982f348
darabszám,1,db,1,e0240db69cbe9fbfb74a74f1be64428583fd0b2f56a9f359133609c36982f348
tömeg,1.5,kg,1,913f1f74ba19202112114464533801686849dcbf1b899842214a09ab8a2cd0b0
tömeg,0.45,kg,1,0b6cf779d2bdf569c7d26042507cde69f0f93112052c575e7417f80753b35003
darabszám,1,db,1,0b6cf779d2bdf569c7d26042507cde69f0f93112052c575e7417f80753b35003
tömeg,0.75,kg,1,1696f7a0a3c726930c62de4b51e112cf3f8408fff28f8a158d27ffb5bba2c2df
tömeg,1,kg,1,870bee4822fc19457dfb71a64b11171e0d889176b033158eee5554e7fb064558
tömeg,0.5,kg,1,ed1b6513a5e1f0d25c3b15a2b816a37e0a3865deba2ccb72d48bf9da5b9b93ff
darabszám,1,db,1,ed1b6513a5e1f0d25c3b15a2b816a37e0a3865deba2ccb72d48bf9da5b9b93ff
tömeg,1,kg,1,ed1b6513a5e1f0d25c3b15a2b816a37e0a3865deba2ccb72d48bf9da5b9b93ff
tömeg,1,kg,1,4f492918ad2d353e602c1d6615ad38fbea0cc4d4c5558d574b14c7b989e0abf0
tömeg,0.4,kg,1,0e758c364f51394e55639526b972f64353057ec4e17a91428c0cc0bbf925aa7c
tömeg,0.5,kg,1,c5d020153fcf4b63c1c350c07b3a1df52c377c3d495016a8297a2afaa5007158
tömeg,0.3,kg,1,d6499c5b5a35b48fc526399a78fcd19e793aca651ac5401b289ab0660d607c50
tömeg,0.5,kg,1,d6499c5b5a35b48fc526399a78fcd19e793aca651ac5401b289ab0660d607c50
tömeg,0.25,kg,1,2d090e8af4d6338771dbba04da42a2c27ab3a4e3825bb4772992ca48e27ea82f
darabszám,1,db,1,2d090e8af4d6338771dbba04da42a2c27ab3a4e3825bb4772992ca48e27ea82f
tömeg,0.5,kg,1,54fa8bcd7581ff9ebaecb31757e28675b399bb209cc49f9fdae999e6ee550d8b
tömeg,1,kg,1,c56992ecff85d2fa96f405f3ad65eb2c96f74f2db42661af3419479374e99b38
darabszám,1,db,1,c56992ecff85d2fa96f405f3ad65eb2c96f74f2db42661af3419479374e99b38
tömeg,0.11,kg,1,56897a0c4a3a9b87a52c7e6ead51f37031b6219ad111fb7104ff674cb27bea1b
tömeg,0.19,kg,1,cb9bb7ff77a4d957055c5d185bdff98497fd8c1dd8e63047e32a6a94110dc5e6
tömeg,0.2,kg,1,f07673ed64482ab675fe59a6e0d16f17f4f1a0fcdc4e31b85c2da2d6e0c6fdee
darabszám,1,db,1,f07673ed64482ab675fe59a6e0d16f17f4f1a0fcdc4e31b85c2da2d6e0c6fdee
tömeg,0.125,kg,1,47ef2bb8425b2b3ccc042968d7f9b114dc474dfb5938baf17a400f30b31a8f54
tömeg,0.5,kg,1,ba22aac3de17078e0c5d2f3b7bcbfed9d5ab1b9221f279bcef06b62c40a27738
darabszám,1,db,1,ba22aac3de17078e0c5d2f3b7bcbfed9d5ab1b9221f279bcef06b62c40a27738
darabszám,1,db,1,2e4d575d0ec1a13b96d5e927eea73b1edbddeee4e760b964aa61708f93490133
tömeg,0.7,kg,1,afeececd78f05507e7e5a318ecf7c56b75b5f1ef6fd89ccf4f2481aaa402da2d
űrtartalom,0.12,l,1,20d8e444d7eb21a2802878509a514330770084aa0d2960d3084ff1e2f6b547d4
űrtartalom,1,l,1,20d8e444d7eb21a2802878509a514330770084aa0d2960d3084ff1e2f6b547d4
tömeg,0.6,kg,1,56846703b7a74d60d21ff514687faf107b5aca34e62519580052cdea6c42c365
űrtartalom,0.47,l,1,e4f17ba4c57decc6a7d9aa9e4ed13ed4636b6ede5c91ae71ad23c8d7f4c1f8c8
tömeg,0.5,kg,1,dbf76d6450228ba85ad6e915c6307151f64be7535a33e257277faa79d36280fa
tömeg,1,kg,1,dbf76d6450228ba85ad6e915c6307151f64be7535a33e257277faa79d36280fa
tömeg,0.4,kg,1,b464b4f52a1ca8d44617bd4aeb90452c4727ce25d41051f6812851a86d76de84
tömeg,1,kg,1,b464b4f52a1ca8d44617bd4aeb90452c4727ce25d41051f6812851a86d76de84
űrtartalom,0.5,l,1,cfab9d8e0f9fbed8450695d2f7074d4f8d364293c41058684163d4e9f9154c57
tömeg,1.5,kg,1,c232900f8fc84e947f874fad7adb94fc21bcdebd83b5dc49dccc01d8851b4f07
űrtartalom,1.4,l,1,c913532a0b9ec59801388cf379aea7c48a7ad8c44b31c6bcee33af94f86b34ae
űrtartalom,0.1,l,6,8e0a392ad2d6b7ae57cce72c836df5de14978d9953c51c5b8c8b7ecb3b8f1b50
űrtartalom,0.1,l,1,8e0a392ad2d6b7ae57cce72c836df5de14978d9953c51c5b8c8b7ecb3b8f1b50
tömeg,0.25,kg,1,fc63e33496919daa4c356ea7ba5511d974f29c7da1eaee98322b85a2bf03bc41
tömeg,0.8,kg,1,7d1721ef86b56e23ea11072b488cbad7e55b31e9a3f6d29a7636b33ec20b8120
űrtartalom,0.11,l,1,9b406a5f6ffff83356bf81eb3f323e4ba48cc2870e3a4d33901ac819e9686550
űrtartalom,0.05,l,6,06b9b2ecb65d80e44ec251266dae2eba52adeb0985a8a815f4ed01df8f4403b4
űrtartalom,0.05,l,1,06b9b2ecb65d80e44ec251266dae2eba52adeb0985a8a815f4ed01df8f4403b4
tömeg,1,kg,1,4df1896af432861fbfb12cde09e51e69c26613d91c856e466039d89b06f9fce6
űrtartalom,0.825,l,1,a5e319e5d3e5baeba411bcfa9c3a845134794b0232be238835d4f555c4911a14
tömeg,0.18,kg,1,468ad52688e484db47b6238be5e769f5b3f60ac2590e0e5d527a90a1760ac9c0
tömeg,0.45,kg,1,ba37270295156fe52423d58eea4acbd63df3d97ee1b8366ff5064029b67855f5
darabszám,1,db,1,ba37270295156fe52423d58eea4acbd63df3d97ee1b8366ff5064029b67855f5
tömeg,0.3,kg,1,cc35036c635d1a82f031b12ca1deaf962027768c73c8ac23d61b785e6e4a8449
űrtartalom,0.2,l,1,0f7668b2f6516a5a53dc1b241e1eb9318f4a48eaeae87f3ad85a805ad6a1ecb9
űrtartalom,0.2,l,1,43294eafb927c2f5f2e1ef3265bde93851fa402fb47bb9720b8c53e25949e227
tömeg,0.22,kg,1,e9d021473955e8af057076bdb64c0325ad4bdcea12a7ced12e386be9086a6025
tömeg,1,kg,1,e9d021473955e8af057076bdb64c0325ad4bdcea12a7ced12e386be9086a6025
tömeg,0.3,kg,1,1e500e60d4188667b89dc0d507d5177e998b4d59b5dc1136d67cc874264b4495
tömeg,0.75,kg,1,fd338442d04b4348aa05b84e185f0ec9cbfe30683a50086003ef025239d3d65e
űrtartalom,0.07,l,8,52da7c63cc6d23891d9c6efe4c1f05c2c9613b6127813af89032b19e44b5d106
tömeg,0.4,kg,1,c2876a5b3b11f296d5701b1ac52de0737732148aaec8fd946bb4a07b6c1da2bb
űrtartalom,0.09,l,3,cbd736b4ac8fe5157e3f2586e9ab6ecd980f755544c3d21e7a659140c2703fe8
űrtartalom,0.12,l,6,4c913d49d42056830d85d8e8d20f7138be72645c804b4f23474c344af28968d1
tömeg,0.75,kg,1,a47f7b84bba5670b4eaadaf40c181620936595d105e402cef6a95727fc8774a3
űrtartalom,0.9,l,1,0b0dcca36bbd747f06025343121dca160762c6db303364882360f87f791d0fbf
tömeg,0.54,kg,1,18028f7570700a1e53389fe669bf501d64bded1834374aa6aef285cee99f10cc
tömeg,0.5,kg,1,4863c318d836fba65d1f0de49f1d24d79135390dc83b77dc502aef367c185958
tömeg,0.9,kg,1,d4c1c3e7ee98c900259d16afae3edf56e351ebba8f0e1ea574400bd23fc93d07
űrtartalom,0.75,l,1,4d8d3c4d1db01b1e783b2062b9548fcb85cea4d1f97a1c49b9b2600e105a52e3
űrtartalom,0.825,l,1,e70905fdaf05eae41121ef0d28ab7f0efe2db0733b7bb802a6a8559f2cbbd931
tömeg,1,kg,1,56934d96c53089a81c50d536dd0f01d80d0e13fd048bd84fdce3a28dcf88d4b4
űrtartalom,0.09,l,4,f4da285ed03d48122d0d5aa0bd12be4fac3bb613e2c64bef5a1407f6c06bf910
űrtartalom,0.09,l,6,f4da285ed03d48122d0d5aa0bd12be4fac3bb613e2c64bef5a1407f6c06bf910
űrtartalom,0.09,l,4,f4da285ed03d48122d0d5aa0bd12be4fac3bb613e2c64bef5a1407f6c06bf910
űrtartalom,0.14,l,4,f4da285ed03d48122d0d5aa0bd12be4fac3bb613e2c64bef5a1407f6c06bf910
űrtartalom,0.1,l,3,4c514dd7e09f9da914fe628301d266b07645123646e07b8b64c40f5c289e2033
űrtartalom,0.5,l,1,0150793829156a99414f124884d28304a3bad5ca5de2cba05db51ffb8fde9f24
tömeg,0.5,kg,1,c2bb720bb6d3d306ea146c9f14b05d3a49efdb94621af2ef83552fada2c136d1
űrtartalom,0.09,l,4,cdf50b6e5730c9c65dc67c5402dd5a218e11038d54f4885dc063daf7bbda6a59
űrtartalom,0.204,l,1,71cc9efd0a0fb14b122f007cb3f8e6171e4f1a6827491eea23a65f522a4332cd
tömeg,0.64,kg,1,462d48b389e1d34e882b19ad7ada61dabe6835d716e12ba9c63de2443ae0d7bb
űrtartalom,0.465,l,1,a2b8cc014144e4014ec9a65039492fae5e0a4cec62f9e8276e9c734bc9596538
darabszám,16,db,1,39382dd3b21ad088a8187e41e09f3061c8bfd33e1b849ca604d4e20816b08678
darabszám,1,db,1,39382dd3b21ad088a8187e41e09f3061c8bfd33e1b849ca604d4e20816b08678
tömeg,0.95,kg,1,39382dd3b21ad088a8187e41e09f3061c8bfd33e1b849ca604d4e20816b08678
tömeg,0.4,kg,1,2fdfe9ec20460675bdf93c0c0fb92d5c75c9e96e5ce4f7871990ff56b1f518ac
tömeg,0.25,kg,1,c3b817a8b14195f3b0503503e6f0cfd135de8c7d6648793daba6cd29fa897773
darabszám,1,db,1,e0fde2ee9f50e290f20538c0a693ac50229624057d0846617156591dd57e216c
tömeg,0.5,kg,1,c6de0fe2eb7d17a8b82b20b6bef5ceffa1a425cb9171333006285837b22550b1
tömeg,0.1,kg,1,61f168d4f9b47dbd6435b29e9db4af9b2f92b992d21fe8e7ae33db45169ef5a1
tömeg,1,kg,1,61f168d4f9b47dbd6435b29e9db4af9b2f92b992d21fe8e7ae33db45169ef5a1
tömeg,0.5,kg,1,dfe0d16b9e36ebf6818e78940e39d10940e9bea1e9aa58063ed541104a5a0b6a
tömeg,0.5,kg,1,3531014bdd15da9f1253ceabbee37c61857044ab0b4c8fe5a85178c33af8a0ac
tömeg,0.6,kg,1,4df8c88b6194b143882e304fb8cad6638708281a9211bcb0284cb12cf5c3abc3
tömeg,0.15,kg,1,9c10883bd65844e7d8413ecb40faebbbad23337f6a44e090fa84bf6d4fbfc59d
tömeg,0.54,kg,1,3032510cfbd37ad2848c1c2f6cc0ece5e3db0d06443da7e8a393a0e222041165
tömeg,0.25,kg,1,a1a0971df89efb505b840a7bd1b37d67b13f1183c678ddf33bc63b1654e52117
tömeg,0.18,kg,1,ec2c8ec5d4e5046d5e8dec115494d2a4d52741d9e1915e8ac48449d422a3e2b8
tömeg,0.22,kg,1,df31fabe68be09f205e4d45ec0a8fd1d79b6cea9552475785f1afbafc232b0a7
tömeg,1,kg,1,df31fabe68be09f205e4d45ec0a8fd1d79b6cea9552475785f1afbafc232b0a7
tömeg,0.54,kg,1,05030e60b4b2c911e76fa18c36a04a685925d56adc59bb636f700ccb5b05e4c2
tömeg,0.4,kg,1,db87af6f1b9e6b672c961df5f46d52c4b92b42e06c614a238962e1a947fa9501
tömeg,0.8,kg,1,3a7149f75d44fb0e8b80c0b7b37937e00d338e755e3f333becd4c9e521933c8b
tömeg,0.75,kg,1,42c6ef4a8bc29f98df5f80fb3fe13bd4867a669e239fe5ef818303cb5f5b76ac
tömeg,0.5,kg,1,ab6765727866ecb9cf78319444b491dd8adab85b743c84f5da8fdbea40e70bdc
tömeg,1,kg,1,1d08f00efaecd5f0cb58e4efa7906248be7828ef90db65d6a167d815ba232e5f
tömeg,0.5,kg,1,8199ba75545a888771bc4274f7ec256ba4b5e8a793e8e1cbd632c1399f49fd7a
tömeg,0.64,kg,1,e4a035e4d6b42f50fab9bf53c449a45ee5568e735be1ed3adc7cd53c8b1978aa
darabszám,16,db,1,b80411eedee61f4f9dcdbdc4932b76a0d9440e47caaaff5aa3db94ca28ec080b
darabszám,1,db,1,b80411eedee61f4f9dcdbdc4932b76a0d9440e47caaaff5aa3db94ca28ec080b
tömeg,0.95,kg,1,b80411eedee61f4f9dcdbdc4932b76a0d9440e47caaaff5aa3db94ca28ec080b
tömeg,0.21,kg,1,529f7b0e74a4363d67d20cc0613476c139f4fa7cdce454406f504bd09bf9cb7c
tömeg,0.2,kg,1,6a758aee6c1080d23034d2078bdd33ab03a9ac3cf5f6fccddc52f957feac6ad9
tömeg,0.4,kg,1,3919f0f52d4193195ec25a539cc94c0ff7ffb9145605ed8e9a5cb2154a0f9378
tömeg,0.09,kg,1,cba68defea3b035553f5d81115a0e3ad7518f465a6307d4ce49efc56136ca0bf
tömeg,0.2,kg,1,87f78f48f13f45bb68e5af8111b450c50943fce1694ddb1b582e38e7cc64b669
tömeg,1,kg,1,87f78f48f13f45bb68e5af8111b450c50943fce1694ddb1b582e38e7cc64b669
tömeg,0.25,kg,1,10380aff3639eee0da2adf60cbe9851eab2624a019b67abbbefa1399e1ed9358
tömeg,0.34,kg,1,0082dfdd892b4c3cd89c4329730b1794237ccaf51d876a6aef88915b00694243
tömeg,0.3,kg,1,b8e3a86baf6571d84e4b040299898d12b0d973131a9e2c5a25926d2d9f44d882
tömeg,0.36,kg,1,9382c70902c3579f2a3427630621ab68382c1061778baa1d10fcaf240a96d333
tömeg,0.45,kg,1,7c505548b0017e0af2d9cb538cc8d4478b7993209b3fd07ee0227a6309d53c30
tömeg,0.5,kg,1,0ce68db90b232d83fc02cc00389db88cd42e1fd9a7c458b36b819b48772899dd
tömeg,0.25,kg,1,c9d815c4ce739b3047a3b98dece4224c354e4fad302bf2ded8be3228335aa9ba
tömeg,0.33,kg,1,e2d1d6ebd6d7b84d7c07d1a4395770ac8f37c6b60dfa508fd5290f4842cb501e
tömeg,0.1,kg,4,838c2b5a2d8a63434ca8dc21ed445ab3de6de51a97f934ba1f185686f06cbc92
tömeg,0.1,kg,1,838c2b5a2d8a63434ca8dc21ed445ab3de6de51a97f934ba1f185686f06cbc92
tömeg,0.15,kg,1,3ad4fe06bca86064af062cc9e5018ef507176e7554e2eb0233986cab64ed1327
tömeg,0.5,kg,1,b7b61c7e79fb4eb8c02ca4a739435b265eb1c093836a9346d5589ce2ce361253
tömeg,0.9,kg,1,ce308151111f296d894234c85e43ddc660628ef2515aa483a2dfe6fe82e449a2
tömeg,0.125,kg,4,b9fac0b0b99c1451cbd25a206f4cb7cc0b551112167c9de105ee624bb3bfc4b9
tömeg,0.18,kg,1,a5b42a0f21b1e2927d8f2f8aa836dbaf06615bdc3e8ce1755e735840fad1e08f
tömeg,0.15,kg,1,749aeb2340c54e554df74773ad9f41c52f92329ac7d192605428b1c356d049ec
tömeg,0.1,kg,1,891626d8a9a4f3fa80354ddf03daa4e203f4d00c4fc9e57f1d9a08a4061df9c0
tömeg,0.24,kg,1,024b1de0bcd180323baa68a008b09dac92b6dfbe14eb17ff299418524d719105
tömeg,0.15,kg,1,cdbf9c3af50f701401f67659215f030cabf9f88841d3fa17d3e2cc861c6ef4cd
tömeg,1,kg,1,28efaa851208103171f5c06d1c8ece90da94ffef2b7cddfdbc4f805675287891
tömeg,0.08,kg,1,2edf6db95b11a4c3eddb00de17b95044c1cf61a790db4913e8ca8a371b5ad230
tömeg,0.075,kg,2,0e4bf0f0b4c19fb453b25898e4e181680c814079b9b4c24de55152fbcbd6d271
tömeg,0.1,kg,2,4aa1813bf48cb7d90cfbb74b1a9d63619a775d37faa442547892cc6c3defe2a1
tömeg,0.2,kg,1,7c943fc387bd6e6890308aedada3f9f17eeeb1a8020e57635201fcfc87733295
tömeg,0.075,kg,2,677f1802d1d5f42c760f0e83de9b2b13d6eb21742bdef3a6215236030dd22faa
tömeg,0.24,kg,1,dd8d4a89c746a31396a249712797caaaea1b02267cadba6bd4e1574e55266eac
tömeg,0.4,kg,1,23084994b38269cea187081aa0a1efb03ca0cb5628360ad26cfa45507c4059ab
tömeg,1,kg,1,23084994b38269cea187081aa0a1efb03ca0cb5628360ad26cfa45507c4059ab
tömeg,0.17,kg,1,23f3c998cd4ab4e50aabe98f25a0186b1ff87572c335a16545d50522286955c8
tömeg,0.25,kg,1,f108a8306d1f11f5ad7337c902b1b9190c2b2223b2751eed646323a5833d3f03
tömeg,1,kg,1,f108a8306d1f11f5ad7337c902b1b9190c2b2223b2751eed646323a5833d3f03
tömeg,0.6,kg,1,65238d8894a93beae7994cb37cd0ece609167ba11f864070d75b2cc732b4f532
tömeg,0.45,kg,1,70475cc42fe034ea0f8be05942d9399dee8897ea7aec0da922ca59602400978e
tömeg,0.5,kg,1,165afa9cbbe546a8282020b606f8f83cb126349c617d4323538ac7b7f87b14bc
tömeg,0.2,kg,1,3d3163f4e841be4435418a1f19251daf32b7e79dbbfea4fe5c2597737e4b8ab5
űrtartalom,1,l,1,0e89b373b69d6f0b833fa6992c45dad20d18436c4b659c079398bca22c72f73f
űrtartalom,0.25,l,1,e6de4c2727af9c461b7dcf49b0c7c19c90682f632e9459d91c35701effa4df8e
űrtartalom,1,l,1,5b12c66a532c6fba5df5ed7f0c68ee6823f0935d71adfd85c6cb89994d100983
űrtartalom,1,l,1,485401bdd90436090ca39e1c7bb9a1c4cd9e10e424127038ee19148465e37b0b
űrtartalom,0.45,l,1,1d4a05e62a421470432346e82b343162df0a30826a0ebd75101c734d729f2d2b
tömeg,0.125,kg,4,e805d65dde1e7a9214bf30dbf3043a49ab1e8042836c630d7da52e9fca7275d7
tömeg,0.125,kg,1,e805d65dde1e7a9214bf30dbf3043a49ab1e8042836c630d7da52e9fca7275d7
tömeg,0.051,kg,5,ed17b37165146b0844d9647b08fa79ec7545559d5d602dfd690cc50f2b5254c0
tömeg,0.051,kg,1,ed17b37165146b0844d9647b08fa79ec7545559d5d602dfd690cc50f2b5254c0
tömeg,0.2,kg,1,7a89359ee97349affd697e32029b3282db35c62c3f62cb3e903dda51d867abf7
tömeg,0.051,kg,6,c4ed1e32a909dc7235c4ec076b45af4d1b4615beba142f54998da957bd47c312
tömeg,0.035,kg,6,c4ed1e32a909dc7235c4ec076b45af4d1b4615beba142f54998da957bd47c312
darabszám,1,db,1,c4ed1e32a909dc7235c4ec076b45af4d1b4615beba142f54998da957bd47c312
tömeg,0.82,kg,1,229c7959ad289b950c4ec27fc5eecb5586aca596a637756e65b3e446d3501c84
tömeg,0.051,kg,5,ddd80a35b88af0cf2c8f8f18c57f7a43504fd0e35414c9d0a7d654ae6b30c08d
űrtartalom,0.25,l,1,1f929abf3f624396c6df2e144a78c31e544677a1447a183e8c2ab0041b1d8547
űrtartalom,0.25,l,1,dbd613e0d3951f1ff375bb29dcdb6148d9d71a138eeb7209f69975bbe41447ca
űrtartalom,0.2,l,2,d22bd43eed94405b4280d579206e3bb3f75063cb3b8052fdbfae7ecf999d3178
űrtartalom,0.2,l,1,d22bd43eed94405b4280d579206e3bb3f75063cb3b8052fdbfae7ecf999d3178
űrtartalom,0.2,l,1,e1907f506842b8c859e2bb4dcb355fc75fce5543d2070db2d57f7376b9c533ed
tömeg,0.25,kg,1,9429b32f2a98c779de8f1d0052774ed73b34be35de893edf80a4f73c2dca4e6b
tömeg,0.8,kg,1,7feb708461e0554d0201d877f6700a2257ed27c2b0e197a070e303b513e9e3a6
tömeg,0.8,kg,1,ea1bb696cc9639af82e1e91cc4738d57f330a465759205c83bf70fe70a9aaafa
tömeg,0.45,kg,1,82388d563abb143d0c621cdf8cce958807c9de31de2cc080fd8970042a2db7ed
űrtartalom,0.2,l,1,f67ff808575231e05f8bfc78209a784e2648f0730fca59df786fcc2f2b855674
űrtartalom,1,l,1,f67ff808575231e05f8bfc78209a784e2648f0730fca59df786fcc2f2b855674
tömeg,0.3,kg,1,c6ca8ece0b491240f2bf00757c67e9acdb028d44694b90fbdf82738c2038c578
tömeg,0.05,kg,1,70eba68886d24373af84bc2977a1d7800695d11688042d2a25204bac076b4fcb
tömeg,0.097,kg,1,7e8a2166d92491e2c84800d71b4d29e8f58674f8f280d3b3ea8b10cd2dde0493
tömeg,0.051,kg,1,d394be11c39c8df40ed727ed44f3a8ed132cf98fcc64a89af700bb54e59ddb42
tömeg,0.066,kg,1,57dbee1b7efe1c0f6ebf0ae96d1d1445289333f3ba5eda2cac9dd3b2ce333587
tömeg,0.14,kg,1,7f8b034c851e01ac05b8127d086db8c15bcfc4822694b5509353b1a030701782
tömeg,0.099,kg,1,983c9a1a7aacf2fe4e59e909df44b25e88ea94542aa48c6ba64f62d727239e86
tömeg,0.045,kg,1,206158c4e8c9e463f60678b3073e8a3006452f216b51e7a8d5ac77d12426f0c7
tömeg,0.043,kg,1,6831f96a6a1a10650512cff4e26aac944b9c00c774b700a22a5c92837fe75a9f
tömeg,0.125,kg,1,15ea1101df055388b6234dcb359b027b524b8c3ae6cc23d86d8c1aef41cfe0c2
tömeg,0.3,kg,1,1fc511a6a8f3cf7b77cdab564b251559115a6bdd9fe1c2c337b65bd095b1e535
tömeg,0.027,kg,1,467cc34e7cfd31eac8905d21ff2deaafa9f5bb342066814e0c08185a96485de6
tömeg,0.03,kg,1,b1cccc2194af90a4e09c13bc73edfed28b1b8ac69bcf072d466bec14a6ef922e
tömeg,0.045,kg,1,cf7326f2df0eae2741fb918be4dca34a5117fa64b4bcfb00b3d490d457f448e6
tömeg,1,kg,1,cf7326f2df0eae2741fb918be4dca34a5117fa64b4bcfb00b3d490d457f448e6
tömeg,0.1,kg,1,d9bd246591b646fa02acabd6bae7898d5a31f35c4e4a8f43a8e9c676f540be0c
tömeg,0.02,kg,1,6b9bc269a6efc09ca90e1d69cd0ecf1b8e3e1f0ee9b5545c6465baac131ab0b0
tömeg,0.021,kg,1,b2e1fc89c083ffc9b07daeb3fc9b039ceee7eac729fd7638cb8f427ce898598e
tömeg,0.025,kg,5,a07a5abd6a9d3d707fec3e5f408693dbc35e2e2539e204229b841e9fbfc2c0dc
tömeg,0.025,kg,1,a07a5abd6a9d3d707fec3e5f408693dbc35e2e2539e204229b841e9fbfc2c0dc
tömeg,0.03,kg,1,eac83f53944bf36a14941ae04adc98d665fb178634400e961df2e4bf529c3adb
tömeg,0.154,kg,1,addb2e7bb1859690140e3919f5037881e57ff2ac7cd85de437f012fd15707b49
tömeg,0.15,kg,1,b0dc1d59a008d20e700c6861c3cacb5ada6c4c3bd8a40f9d02c2da94cb4097db
tömeg,0.16,kg,1,4c967448813ab5a370d7b0ecb89710b9a32752b2c258d5cdd122ad64f806a9c5
tömeg,0.147,kg,1,203d0348e3bf746227566c45898f9c770f93da6c785f7622685d55dab3858273
tömeg,0.15,kg,1,a9a83156a8f5a04790e75de4361ffa666477712b1b4943e53d066647f1a16afb
tömeg,0.25,kg,1,25215fe7ff72fbc8f890a79b1e7e94eacd7bc5ebcd9ea2a04c11714a60597f4a
tömeg,0.18,kg,1,62d861a88010a32d35118a82741f4e50940b5c8a78a016644fc6850853f870c6
tömeg,0.15,kg,1,2efab11c03d2624b59ef74873bfc16551ce59ad3073da9f272ea6244367e415c
tömeg,0.18,kg,1,688ea0058b0751282a3d3eb444ec7869d3402d0ce248931264b5c66c6bf9c36c
tömeg,0.3,kg,1,00b83cf7f010b752287123236b45209c098f62dc7d029ca5439dc97f6b3b22b5
tömeg,1,kg,1,d136022c4dab75531e6c795c776b6551cae256b38b3043e6d2edab402d40717e
tömeg,0.2,kg,1,b96dd8580d1d7ee5de624026994cf3ea11d561a4f344c1cba69c12c4d4b59254
tömeg,0.125,kg,1,7101f421641cea27b3ff8326ed34980a152ea51681778dbab75d37220eabbe91
tömeg,0.25,kg,1,0055e32f454c75c1353f83dbd83c060617c7cd17422c4ca8cd2c5a7865c3a37c
tömeg,0.2,kg,1,a5a48318437053c13b30a8fb1c02ccc936b857685b7c35f7305b770dcba5fd18
darabszám,3,db,1,ffcd43e6332a676f1f1ca2b7e462099cab4924971d1a777d726b8c1786e8d94e
darabszám,1,db,1,ffcd43e6332a676f1f1ca2b7e462099cab4924971d1a777d726b8c1786e8d94e
darabszám,1,db,1,ffcd43e6332a676f1f1ca2b7e462099cab4924971d1a777d726b8c1786e8d94e
tömeg,0.27,kg,1,192def64c432655097d56ed4ee431fc04d77a77e626764fe525fc8e7b4066d18
tömeg,0.03,kg,1,3301d267f8b3522deff76f3721e01781e0c7366192975974728bfdf8e5ba054a
tömeg,0.075,kg,1,a1311e1aa2d1da97088555ce0c36d41940ff65c665e175f7277c5c0c266c5bb5
tömeg,0.4,kg,1,ab753031eee2492cca6f065f3804e8ae2a2dd7c2015f3b4e19a6229f676e605d
tömeg,1,kg,1,ab753031eee2492cca6f065f3804e8ae2a2dd7c2015f3b4e19a6229f676e605d
tömeg,0.5,kg,1,9cf0d690465d24ca45c566dc1ce1ddeb386573716fcce0e0d4de7077a5dc4215
tömeg,1,kg,1,9cf0d690465d24ca45c566dc1ce1ddeb386573716fcce0e0d4de7077a5dc4215
tömeg,0.5,kg,1,8b496dc03d03671feb083ce21d1ae982ac5b95e4f93432bdf07b9e6210d83491
tömeg,0.5,kg,1,1a500410e31a1121d3c580e9e6d282070bf4bf00082d8b8aae40ca6ebb0d8901
tömeg,0.5,kg,1,fa049e3c438845a26abb3317895ced9eaa46962f9b3adb6ca8721bc2dd7d4509
darabszám,1,db,1,fa049e3c438845a26abb3317895ced9eaa46962f9b3adb6ca8721bc2dd7d4509
tömeg,0.5,kg,1,1b06c8afa66d74de4b8937ca2ef73263941cd46753f33a97446c545b2c2801ef
darabszám,1,db,1,1b06c8afa66d74de4b8937ca2ef73263941cd46753f33a97446c545b2c2801ef
tömeg,0.25,kg,1,6a6acca6a010ef62cbaf33efef1e86226ee702335f2ce7cb7350a925e3757478
tömeg,1,kg,1,d6388ee2c3c47bda80b01710f92c24cab681a9e90b70876e22d751dcdc7c37ad
tömeg,1,kg,1,87b9d1c6c0adbe7fec61a7ac44f8d7b41d9286a4b2709a61ceb3272dfedf41db
tömeg,0.5,kg,1,214144c40c1dc9abacd90b4638d54f2f0c9a2fa75fe3d3d43901633b45eb31c4
tömeg,0.2,kg,1,b5a6f7c1790fc3105a215620e37c380f399f00d263319be3678f314f2524b781
tömeg,1,kg,1,7fb2de927f58acc784ed7f9c663bf5e2b24137f6fb0cfb7d3e613575e675f791
tömeg,0.25,kg,1,e13efbddc80eb95908c796acfec8bf78ad49b96d0914b166c95e949885981bec
tömeg,0.025,kg,1,66895b65600cd7b9cc7cd445bdf409273c61812ac6b7a20b4f449e843d5a7356
tömeg,0.45,kg,1,dc12a29f0ea9a06d45150965a38cc348ccef85d582d79c292c8e7e567b2f2f28
tömeg,0.018,kg,1,073e8df9b23bbcf45f0d645a1474344a3e59f0cb6695512a5b8497e8bddafe7c
tömeg,0.018,kg,1,eb7a37a3839a5eb11005ed415ac27e2f4a0d43858bbdc92fea3b8729dfa6c792
tömeg,0.45,kg,1,f60098f934b33ed1c110a4216413fb5d1a422169f5eea1e7a250fd50236c2186
tömeg,0.5,kg,1,f60098f934b33ed1c110a4216413fb5d1a422169f5eea1e7a250fd50236c2186
tömeg,0.035,kg,3,e5cdca45faa62381349039383fee1b0821bca07bddc26332abd3c7382d4d2d1a
tömeg,0.035,kg,1,e5cdca45faa62381349039383fee1b0821bca07bddc26332abd3c7382d4d2d1a
